Area Abbreviation,Area Code,Area,Item Code,Item,Element Code,Element,Unit,latitude,longitude,Y2009,Y2010,Y2011,Y2012,Y2013
BS,12,Tamil Nadu,2961,"Aquatic Products, Other",5142,Food,1000 tonnes,25.03,-77.4,0,0,0,0,0
BS,12,Tamil Nadu,2928,Miscellaneous,5142,Food,1000 tonnes,25.03,-77.4,1,1,1,1,1
BD,16,Assam,2511,Wheat and products,5142,Food,1000 tonnes,23.68,90.36,2447,2544,2643,2639,2736
BD,16,Assam,2805,Rice (Milled Equivalent),5521,Feed,1000 tonnes,23.68,90.36,964,1003,1014,1011,1031
BD,16,Assam,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,23.68,90.36,25884,26113,26387,26681,26892
BD,16,Assam,2513,Barley and products,5521,Feed,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2513,Barley and products,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2514,Maize and products,5521,Feed,1000 tonnes,23.68,90.36,1100,1400,1400,1300,1700
BD,16,Assam,2514,Maize and products,5142,Food,1000 tonnes,23.68,90.36,152,100,69,97,125
BD,16,Assam,2516,Oats,5521,Feed,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2516,Oats,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2517,Millet and products,5142,Food,1000 tonnes,23.68,90.36,12,11,10,11,12
BD,16,Assam,2518,Sorghum and products,5521,Feed,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2518,Sorghum and products,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2520,"Cereals, Other",5142,Food,1000 tonnes,23.68,90.36,3,0,0,0,0
BD,16,Assam,2532,Cassava and products,5142,Food,1000 tonnes,23.68,90.36,21,26,23,20,23
BD,16,Assam,2531,Potatoes and products,5142,Food,1000 tonnes,23.68,90.36,4326,6672,7017,6923,7266
BD,16,Assam,2533,Sweet potatoes,5142,Food,1000 tonnes,23.68,90.36,275,276,268,228,234
BD,16,Assam,2534,"Roots, Other",5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2536,Sugar cane,5142,Food,1000 tonnes,23.68,90.36,300,266,270,300,300
BD,16,Assam,2541,Sugar non-centrifugal,5142,Food,1000 tonnes,23.68,90.36,315,271,280,276,266
BD,16,Assam,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,23.68,90.36,814,823,836,844,853
BD,16,Assam,2543,"Sweeteners, Other",5142,Food,1000 tonnes,23.68,90.36,117,115,142,138,144
BD,16,Assam,2745,Honey,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2546,Beans,5142,Food,1000 tonnes,23.68,90.36,46,45,46,47,47
BD,16,Assam,2547,Peas,5142,Food,1000 tonnes,23.68,90.36,501,462,224,190,403
BD,16,Assam,2549,"Pulses, Other and products",5521,Feed,1000 tonnes,23.68,90.36,3,4,2,3,4
BD,16,Assam,2549,"Pulses, Other and products",5142,Food,1000 tonnes,23.68,90.36,449,461,322,454,578
BD,16,Assam,2551,Nuts and products,5142,Food,1000 tonnes,23.68,90.36,137,110,135,170,109
BD,16,Assam,2555,Soyabeans,5142,Food,1000 tonnes,23.68,90.36,183,161,136,107,95
BD,16,Assam,2556,Groundnuts (Shelled Eq),5142,Food,1000 tonnes,23.68,90.36,4,5,5,5,5
BD,16,Assam,2557,Sunflower seed,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2558,Rape and Mustardseed,5142,Food,1000 tonnes,23.68,90.36,20,12,7,3,0
BD,16,Assam,2560,Coconuts - Incl Copra,5142,Food,1000 tonnes,23.68,90.36,11,6,6,6,6
BD,16,Assam,2563,Olives (including preserved),5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2570,"Oilcrops, Other",5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2571,Soyabean Oil,5142,Food,1000 tonnes,23.68,90.36,324,270,334,293,288
BD,16,Assam,2572,Groundnut Oil,5142,Food,1000 tonnes,23.68,90.36,11,13,13,13,13
BD,16,Assam,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,23.68,90.36,2,1,1,1,1
BD,16,Assam,2574,Rape and Mustard Oil,5142,Food,1000 tonnes,23.68,90.36,103,135,116,136,105
BD,16,Assam,2575,Cottonseed Oil,5142,Food,1000 tonnes,23.68,90.36,4,4,3,4,5
BD,16,Assam,2577,Palm Oil,5142,Food,1000 tonnes,23.68,90.36,447,440,446,513,550
BD,16,Assam,2578,Coconut Oil,5142,Food,1000 tonnes,23.68,90.36,21,18,19,17,22
BD,16,Assam,2579,Sesameseed Oil,5142,Food,1000 tonnes,23.68,90.36,10,7,11,10,5
BD,16,Assam,2580,Olive Oil,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2581,Ricebran Oil,5142,Food,1000 tonnes,23.68,90.36,2,3,3,3,3
BD,16,Assam,2582,Maize Germ Oil,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2586,"Oilcrops Oil, Other",5142,Food,1000 tonnes,23.68,90.36,2,2,2,3,2
BD,16,Assam,2601,Tomatoes and products,5142,Food,1000 tonnes,23.68,90.36,151,190,232,239,246
BD,16,Assam,2602,Onions,5142,Food,1000 tonnes,23.68,90.36,1428,1309,1254,1457,1452
BD,16,Assam,2605,"Vegetables, Other",5521,Feed,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2605,"Vegetables, Other",5142,Food,1000 tonnes,23.68,90.36,2387,2419,2494,2472,2583
BD,16,Assam,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,23.68,90.36,70,102,138,116,121
BD,16,Assam,2612,"Lemons, Limes and products",5142,Food,1000 tonnes,23.68,90.36,50,51,52,60,57
BD,16,Assam,2613,Grapefruit and products,5142,Food,1000 tonnes,23.68,90.36,53,56,56,57,58
BD,16,Assam,2614,"Citrus, Other",5142,Food,1000 tonnes,23.68,90.36,7,6,5,2,7
BD,16,Assam,2615,Bananas,5142,Food,1000 tonnes,23.68,90.36,753,736,721,671,697
BD,16,Assam,2617,Apples and products,5142,Food,1000 tonnes,23.68,90.36,140,163,145,129,148
BD,16,Assam,2618,Pineapples and products,5142,Food,1000 tonnes,23.68,90.36,206,211,197,163,168
BD,16,Assam,2619,Dates,5142,Food,1000 tonnes,23.68,90.36,2,2,1,1,1
BD,16,Assam,2620,Grapes and products (excl wine),5142,Food,1000 tonnes,23.68,90.36,54,62,47,55,41
BD,16,Assam,2625,"Fruits, Other",5142,Food,1000 tonnes,23.68,90.36,2259,2472,2239,2303,2356
BD,16,Assam,2630,Coffee and products,5142,Food,1000 tonnes,23.68,90.36,1,1,1,1,1
BD,16,Assam,2633,Cocoa Beans and products,5142,Food,1000 tonnes,23.68,90.36,1,1,2,2,2
BD,16,Assam,2635,Tea (including mate),5142,Food,1000 tonnes,23.68,90.36,53,60,61,59,76
BD,16,Assam,2640,Pepper,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2641,Pimento,5142,Food,1000 tonnes,23.68,90.36,133,135,185,145,121
BD,16,Assam,2642,Cloves,5142,Food,1000 tonnes,23.68,90.36,1,1,0,0,0
BD,16,Assam,2645,"Spices, Other",5142,Food,1000 tonnes,23.68,90.36,280,259,281,314,306
BD,16,Assam,2655,Wine,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2656,Beer,5142,Food,1000 tonnes,23.68,90.36,3,4,3,3,2
BD,16,Assam,2657,"Beverages, Fermented",5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2658,"Beverages, Alcoholic",5142,Food,1000 tonnes,23.68,90.36,0,1,1,1,1
BD,16,Assam,2731,Bovine Meat,5142,Food,1000 tonnes,23.68,90.36,194,195,198,199,201
BD,16,Assam,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,23.68,90.36,187,195,203,204,208
BD,16,Assam,2733,Pigmeat,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2734,Poultry Meat,5142,Food,1000 tonnes,23.68,90.36,198,203,211,217,220
BD,16,Assam,2735,"Meat, Other",5142,Food,1000 tonnes,23.68,90.36,15,16,16,16,16
BD,16,Assam,2736,"Offals, Edible",5142,Food,1000 tonnes,23.68,90.36,86,89,91,91,93
BD,16,Assam,2740,"Butter, Ghee",5142,Food,1000 tonnes,23.68,90.36,28,29,30,30,31
BD,16,Assam,2743,Cream,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2737,"Fats, Animals, Raw",5142,Food,1000 tonnes,23.68,90.36,19,20,20,20,21
BD,16,Assam,2781,"Fish, Body Oil",5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2782,"Fish, Liver Oil",5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2744,Eggs,5142,Food,1000 tonnes,23.68,90.36,176,218,232,281,326
BD,16,Assam,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,23.68,90.36,488,510,527,538,545
BD,16,Assam,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,23.68,90.36,2966,3180,3204,3336,3431
BD,16,Assam,2761,Freshwater Fish,5142,Food,1000 tonnes,23.68,90.36,2232,2320,2546,2546,2546
BD,16,Assam,2762,Demersal Fish,5142,Food,1000 tonnes,23.68,90.36,89,90,94,94,94
BD,16,Assam,2763,Pelagic Fish,5521,Feed,1000 tonnes,23.68,90.36,46,55,44,44,44
BD,16,Assam,2763,Pelagic Fish,5142,Food,1000 tonnes,23.68,90.36,71,76,74,74,74
BD,16,Assam,2764,"Marine Fish, Other",5521,Feed,1000 tonnes,23.68,90.36,37,24,11,11,11
BD,16,Assam,2764,"Marine Fish, Other",5142,Food,1000 tonnes,23.68,90.36,201,222,115,115,115
BD,16,Assam,2765,Crustaceans,5142,Food,1000 tonnes,23.68,90.36,181,214,179,179,179
BD,16,Assam,2766,Cephalopods,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2767,"Molluscs, Other",5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2769,"Aquatic Animals, Others",5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2775,Aquatic Plants,5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2680,Infant food,5142,Food,1000 tonnes,23.68,90.36,2,2,5,3,5
BD,16,Assam,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,23.68,90.36,2064,2403,2414,2311,2731
BD,16,Assam,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,23.68,90.36,28498,28769,29109,29428,29765
BD,16,Assam,2907,Starchy Roots,5142,Food,1000 tonnes,23.68,90.36,4621,6974,7308,7170,7524
BD,16,Assam,2908,Sugar Crops,5142,Food,1000 tonnes,23.68,90.36,300,266,270,300,300
BD,16,Assam,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,23.68,90.36,1246,1209,1258,1258,1263
BD,16,Assam,2911,Pulses,5521,Feed,1000 tonnes,23.68,90.36,3,4,2,3,4
BD,16,Assam,2911,Pulses,5142,Food,1000 tonnes,23.68,90.36,996,969,593,691,1029
BD,16,Assam,2912,Treenuts,5142,Food,1000 tonnes,23.68,90.36,137,110,135,170,109
BD,16,Assam,2913,Oilcrops,5142,Food,1000 tonnes,23.68,90.36,219,185,154,120,106
BD,16,Assam,2914,Vegetable Oils,5142,Food,1000 tonnes,23.68,90.36,926,892,948,993,993
BD,16,Assam,2918,Vegetables,5521,Feed,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2918,Vegetables,5142,Food,1000 tonnes,23.68,90.36,3966,3918,3979,4168,4281
BD,16,Assam,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,23.68,90.36,3593,3861,3599,3557,3654
BD,16,Assam,2922,Stimulants,5142,Food,1000 tonnes,23.68,90.36,55,62,64,62,78
BD,16,Assam,2923,Spices,5142,Food,1000 tonnes,23.68,90.36,414,394,467,459,428
BD,16,Assam,2924,Alcoholic Beverages,5142,Food,1000 tonnes,23.68,90.36,4,5,4,3,3
BD,16,Assam,2943,Meat,5142,Food,1000 tonnes,23.68,90.36,594,609,627,637,644
BD,16,Assam,2945,Offals,5142,Food,1000 tonnes,23.68,90.36,86,89,91,91,93
BD,16,Assam,2946,Animal fats,5142,Food,1000 tonnes,23.68,90.36,47,48,50,51,52
BD,16,Assam,2949,Eggs,5142,Food,1000 tonnes,23.68,90.36,176,218,232,281,326
BD,16,Assam,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,23.68,90.36,488,510,527,538,545
BD,16,Assam,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,23.68,90.36,2966,3180,3204,3336,3431
BD,16,Assam,2960,"Fish, Seafood",5521,Feed,1000 tonnes,23.68,90.36,83,79,55,55,55
BD,16,Assam,2960,"Fish, Seafood",5142,Food,1000 tonnes,23.68,90.36,2775,2923,3008,3008,3008
BD,16,Assam,2961,"Aquatic Products, Other",5142,Food,1000 tonnes,23.68,90.36,0,0,0,0,0
BD,16,Assam,2928,Miscellaneous,5142,Food,1000 tonnes,23.68,90.36,2,2,5,3,5
BB,14,Jharkhand,2511,Wheat and products,5521,Feed,1000 tonnes,13.19,-59.54,2,1,0,1,1
BB,14,Jharkhand,2511,Wheat and products,5142,Food,1000 tonnes,13.19,-59.54,17,17,18,18,19
BB,14,Jharkhand,2805,Rice (Milled Equivalent),5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,13.19,-59.54,4,4,4,4,4
BB,14,Jharkhand,2513,Barley and products,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2514,Maize and products,5521,Feed,1000 tonnes,13.19,-59.54,32,33,31,24,27
BB,14,Jharkhand,2514,Maize and products,5142,Food,1000 tonnes,13.19,-59.54,4,4,4,3,3
BB,14,Jharkhand,2515,Rye and products,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2516,Oats,5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2516,Oats,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2517,Millet and products,5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2518,Sorghum and products,5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2520,"Cereals, Other",5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2520,"Cereals, Other",5142,Food,1000 tonnes,13.19,-59.54,0,1,1,1,1
BB,14,Jharkhand,2532,Cassava and products,5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2532,Cassava and products,5142,Food,1000 tonnes,13.19,-59.54,1,0,0,0,0
BB,14,Jharkhand,2531,Potatoes and products,5142,Food,1000 tonnes,13.19,-59.54,14,13,13,14,14
BB,14,Jharkhand,2533,Sweet potatoes,5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2533,Sweet potatoes,5142,Food,1000 tonnes,13.19,-59.54,1,1,0,1,1
BB,14,Jharkhand,2535,Yams,5142,Food,1000 tonnes,13.19,-59.54,1,1,0,0,1
BB,14,Jharkhand,2534,"Roots, Other",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,13.19,-59.54,16,16,16,16,16
BB,14,Jharkhand,2543,"Sweeteners, Other",5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2745,Honey,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2546,Beans,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2547,Peas,5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2549,"Pulses, Other and products",5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2551,Nuts and products,5142,Food,1000 tonnes,13.19,-59.54,1,0,1,1,1
BB,14,Jharkhand,2555,Soyabeans,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2556,Groundnuts (Shelled Eq),5142,Food,1000 tonnes,13.19,-59.54,1,1,1,0,1
BB,14,Jharkhand,2557,Sunflower seed,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2558,Rape and Mustardseed,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2560,Coconuts - Incl Copra,5142,Food,1000 tonnes,13.19,-59.54,2,2,2,2,2
BB,14,Jharkhand,2561,Sesame seed,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2563,Olives (including preserved),5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2570,"Oilcrops, Other",5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2570,"Oilcrops, Other",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2571,Soyabean Oil,5142,Food,1000 tonnes,13.19,-59.54,2,2,2,2,2
BB,14,Jharkhand,2572,Groundnut Oil,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2575,Cottonseed Oil,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2576,Palmkernel Oil,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2578,Coconut Oil,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2579,Sesameseed Oil,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2580,Olive Oil,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2582,Maize Germ Oil,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2586,"Oilcrops Oil, Other",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2601,Tomatoes and products,5142,Food,1000 tonnes,13.19,-59.54,1,1,1,2,1
BB,14,Jharkhand,2602,Onions,5142,Food,1000 tonnes,13.19,-59.54,3,2,2,2,2
BB,14,Jharkhand,2605,"Vegetables, Other",5142,Food,1000 tonnes,13.19,-59.54,19,17,18,16,17
BB,14,Jharkhand,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,13.19,-59.54,12,10,9,9,8
BB,14,Jharkhand,2612,"Lemons, Limes and products",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,1,1
BB,14,Jharkhand,2613,Grapefruit and products,5142,Food,1000 tonnes,13.19,-59.54,1,1,2,0,1
BB,14,Jharkhand,2614,"Citrus, Other",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2615,Bananas,5142,Food,1000 tonnes,13.19,-59.54,3,3,3,3,3
BB,14,Jharkhand,2616,Plantains,5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2617,Apples and products,5142,Food,1000 tonnes,13.19,-59.54,4,7,6,4,4
BB,14,Jharkhand,2618,Pineapples and products,5142,Food,1000 tonnes,13.19,-59.54,2,1,1,1,1
BB,14,Jharkhand,2619,Dates,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2620,Grapes and products (excl wine),5142,Food,1000 tonnes,13.19,-59.54,2,2,2,2,2
BB,14,Jharkhand,2625,"Fruits, Other",5142,Food,1000 tonnes,13.19,-59.54,8,9,7,7,7
BB,14,Jharkhand,2630,Coffee and products,5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2633,Cocoa Beans and products,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2635,Tea (including mate),5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2640,Pepper,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2641,Pimento,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2642,Cloves,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2645,"Spices, Other",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2655,Wine,5142,Food,1000 tonnes,13.19,-59.54,3,2,2,2,2
BB,14,Jharkhand,2656,Beer,5142,Food,1000 tonnes,13.19,-59.54,12,13,13,15,15
BB,14,Jharkhand,2657,"Beverages, Fermented",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2658,"Beverages, Alcoholic",5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2731,Bovine Meat,5142,Food,1000 tonnes,13.19,-59.54,4,4,3,3,4
BB,14,Jharkhand,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,13.19,-59.54,1,2,1,1,1
BB,14,Jharkhand,2733,Pigmeat,5142,Food,1000 tonnes,13.19,-59.54,2,2,2,2,2
BB,14,Jharkhand,2734,Poultry Meat,5142,Food,1000 tonnes,13.19,-59.54,12,12,13,13,12
BB,14,Jharkhand,2735,"Meat, Other",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2736,"Offals, Edible",5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2740,"Butter, Ghee",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2743,Cream,5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2737,"Fats, Animals, Raw",5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2781,"Fish, Body Oil",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2782,"Fish, Liver Oil",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2744,Eggs,5142,Food,1000 tonnes,13.19,-59.54,2,2,2,2,3
BB,14,Jharkhand,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,13.19,-59.54,5,5,4,4,3
BB,14,Jharkhand,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,13.19,-59.54,28,29,28,32,31
BB,14,Jharkhand,2761,Freshwater Fish,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2762,Demersal Fish,5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2763,Pelagic Fish,5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2763,Pelagic Fish,5142,Food,1000 tonnes,13.19,-59.54,7,6,6,6,7
BB,14,Jharkhand,2764,"Marine Fish, Other",5142,Food,1000 tonnes,13.19,-59.54,2,3,3,3,3
BB,14,Jharkhand,2765,Crustaceans,5142,Food,1000 tonnes,13.19,-59.54,0,1,1,1,1
BB,14,Jharkhand,2766,Cephalopods,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2767,"Molluscs, Other",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2775,Aquatic Plants,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2680,Infant food,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,13.19,-59.54,35,34,32,25,28
BB,14,Jharkhand,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,13.19,-59.54,25,26,27,27,28
BB,14,Jharkhand,2907,Starchy Roots,5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2907,Starchy Roots,5142,Food,1000 tonnes,13.19,-59.54,16,16,14,16,17
BB,14,Jharkhand,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,13.19,-59.54,16,16,16,17,17
BB,14,Jharkhand,2911,Pulses,5142,Food,1000 tonnes,13.19,-59.54,2,2,2,2,2
BB,14,Jharkhand,2912,Treenuts,5142,Food,1000 tonnes,13.19,-59.54,1,0,1,1,1
BB,14,Jharkhand,2913,Oilcrops,5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2913,Oilcrops,5142,Food,1000 tonnes,13.19,-59.54,3,3,3,3,3
BB,14,Jharkhand,2914,Vegetable Oils,5142,Food,1000 tonnes,13.19,-59.54,3,3,3,3,3
BB,14,Jharkhand,2918,Vegetables,5142,Food,1000 tonnes,13.19,-59.54,23,21,22,20,20
BB,14,Jharkhand,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,13.19,-59.54,34,35,32,29,27
BB,14,Jharkhand,2922,Stimulants,5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2923,Spices,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2924,Alcoholic Beverages,5142,Food,1000 tonnes,13.19,-59.54,15,16,15,18,18
BB,14,Jharkhand,2943,Meat,5142,Food,1000 tonnes,13.19,-59.54,19,20,19,19,19
BB,14,Jharkhand,2945,Offals,5142,Food,1000 tonnes,13.19,-59.54,1,1,1,1,1
BB,14,Jharkhand,2946,Animal fats,5142,Food,1000 tonnes,13.19,-59.54,2,2,2,2,2
BB,14,Jharkhand,2949,Eggs,5142,Food,1000 tonnes,13.19,-59.54,2,2,2,2,3
BB,14,Jharkhand,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,13.19,-59.54,5,5,4,4,3
BB,14,Jharkhand,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,13.19,-59.54,28,29,28,32,31
BB,14,Jharkhand,2960,"Fish, Seafood",5521,Feed,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2960,"Fish, Seafood",5142,Food,1000 tonnes,13.19,-59.54,11,11,11,11,11
BB,14,Jharkhand,2961,"Aquatic Products, Other",5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BB,14,Jharkhand,2928,Miscellaneous,5142,Food,1000 tonnes,13.19,-59.54,0,0,0,0,0
BZ,23,Mizoram,2511,Wheat and products,5142,Food,1000 tonnes,17.19,-88.5,19,20,19,16,18
BZ,23,Mizoram,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,17.19,-88.5,10,10,10,8,9
BZ,23,Mizoram,2513,Barley and products,5142,Food,1000 tonnes,17.19,-88.5,0,0,0,0,0
BZ,23,Mizoram,2514,Maize and products,5521,Feed,1000 tonnes,17.19,-88.5,33,33,40,35,45
BZ,23,Mizoram,2514,Maize and products,5142,Food,1000 tonnes,17.19,-88.5,9,9,9,9,11
BZ,23,Mizoram,2516,Oats,5521,Feed,1000 tonnes,17.19,-88.5,0,0,0,0,0
BZ,23,Mizoram,2516,Oats,5142,Food,1000 tonnes,17.19,-88.5,0,0,0,1,1
